keyword,title,price,url,shipping_x,scraped_at,title_full,price_item,condition,shipping_y,marca,linha,modelo,processador,nome_do_sistema_operacional,capacidade_de_armazenamento,placa_gráfica,capacidade_total_do_módulo_de_memória_ram,capacidade_de_disco_ssd,cor,versão_do_sistema_operacional,quantidade_de_núcleos,é_gamer,otimizado_para_ia,fabricante,modelo_alfanumérico
mac-mini-m4,"Apple Mac Mini M4 (2024) 10cpu 10gpu, 16gb Ram, 512gb Ssd",8259,https://produto.mercadolivre.com.br/MLB-5336906406-apple-mac-mini-m4-2024-10cpu-10gpu-16gb-ram-512gb-ssd-_JM?searchVariation=183259989724,Frete grátis,2025-05-18 18:21:22.397126,"Apple Mac Mini M4 (2024) 10cpu 10gpu, 16gb Ram, 512gb Ssd",8259,Novo  |  +5 vendidos,"em 12x R$ 688 , 25 sem juros",Apple,M4,Mac mini,M4,macOS,512 GB,Apple M4 10-core,16 GB,512 GB,Prateado,Sequoia,10,Não,Não,Apple,MU9ELL/A
mac-mini-m4,Apple Mac Mini M4 24gb Ram 512gb Lacrado Com Garantia Apple,10196,https://produto.mercadolivre.com.br/MLB-4062682201-apple-mac-mini-m4-24gb-ram-512gb-lacrado-com-garantia-apple-_JM?searchVariation=183611006996,Frete grátis,2025-05-18 18:21:22.397126,Apple Mac Mini M4 24gb Ram 512gb Lacrado Com Garantia Apple,10196,Novo,"em 12x R$ 849 , 68 sem juros",Apple,M4,Mac mini,M4,macOS,,Apple M4 10-core,24 GB,512 GB,Prateado,Sequoia,10,Não,Não,Apple Inc,MCYT4LL/A
mac-mini-m4,Apple Mac Mini M4 16gb Ram 512gb Lacrado Com Garantia Apple,7956,https://produto.mercadolivre.com.br/MLB-4062628359-apple-mac-mini-m4-16gb-ram-512gb-lacrado-com-garantia-apple-_JM?searchVariation=183610772320,Frete grátis,2025-05-18 18:21:22.397126,Apple Mac Mini M4 16gb Ram 512gb Lacrado Com Garantia Apple,7956,Novo,"em 12x R$ 663 , 02 sem juros",Apple,M4,Mac mini,M4,macOS,512 GB,Apple M4 10-core,16 GB,512 GB,Prateado,Sequoia,10,Não,Não,Apple Inc,MU9ELL/A
mac-mini-m4,Apple Mac Mini M4 16gb/256gb Ssd - Silver,5799,https://produto.mercadolivre.com.br/MLB-5328662074-apple-mac-mini-m4-16gb256gb-ssd-silver-_JM?searchVariation=187320628385,Frete grátis,2025-05-18 18:21:22.397126,Apple Mac Mini M4 16gb/256gb Ssd - Silver,5799,Novo  |  2 vendidos,"em 12x R$ 483 , 25 sem juros",Apple,M4,Mac mini,M4,macOS,256 GB,Apple M4 10-core,16 GB,256 GB,Prateado,Sierra,10,Não,Não,Apple,MU9D3LL/A
mac-mini-m4,Apple Mac Mini M4 16gb Ram 512gb Garantia Apple Lacrado 2024,7596,https://produto.mercadolivre.com.br/MLB-4062551265-apple-mac-mini-m4-16gb-ram-512gb-garantia-apple-lacrado-2024-_JM?searchVariation=187945956869,Frete grátis,2025-05-18 18:21:22.397126,Apple Mac Mini M4 16gb Ram 512gb Garantia Apple Lacrado 2024,7596,Novo,"em 12x R$ 730 , 12",Apple,M4,Mac mini,M4,macOS,512 GB,Apple M4 10-core,16 GB,512 GB,Prateado,Sequoia,10,Não,Não,Apple Inc,MU9ELL/A
mac-mini-m4,SSD Apple Mac Mini M2 Pro de 512 GB 16 GB de RAM 2023,11299,https://www.mercadolivre.com.br/ssd-apple-mac-mini-m2-pro-de-512-gb-16-gb-de-ram-2023/p/MLB22934158,Frete grátis,2025-05-18 18:21:22.398127,SSD Apple Mac Mini M2 Pro de 512 GB 16 GB de RAM 2023,11299,Novo  |  4 vendidos,"em 12x R$ 1.086 , 02",Apple,,Mac mini,M2 pro,macOS,512 GB,,16 GB,512 GB,Silver,,,,,,
mac-mini-m4,Apple Mac Mini M4 (2024) 10cpu 10gpu 16gb 256gb Envio Hoje,5683,https://produto.mercadolivre.com.br/MLB-5386170154-apple-mac-mini-m4-2024-10cpu-10gpu-16gb-256gb-envio-hoje-_JM?searchVariation=183598469920,Frete grátis,2025-05-18 18:21:22.398127,Apple Mac Mini M4 (2024) 10cpu 10gpu 16gb 256gb Envio Hoje,5683,Novo,"em 12x R$ 473 , 58 sem juros",Apple,M4,Mac mini,M4,macOS,256 GB,Apple M4 10-core,16 GB,256 GB,Prateado,,,Não,Não,Apple,MU9D3LL/A
mac-mini-m4,Apple Mac Mini M4 2024 10cpu 10gpu 16gb 256gb,6000,https://produto.mercadolivre.com.br/MLB-3993407401-apple-mac-mini-m4-2024-10cpu-10gpu-16gb-256gb-_JM?searchVariation=183054372222,Frete grátis,2025-05-18 18:21:22.398127,Apple Mac Mini M4 2024 10cpu 10gpu 16gb 256gb,6000,Novo  |  3 vendidos,em 12x R$ 500 sem juros,Apple,M4,Mac mini,M4,macOS,256 GB,Apple M4 10-core,16 GB,256 GB,Prateado,,2,Não,Não,Apple,MU9D3LL/A
mac-mini-m4,"Apple Mac Mini M4 (2024) 10cpu 10gpu 24gb Ram 512gb Ssd, 12x",11899,https://produto.mercadolivre.com.br/MLB-5370783830-apple-mac-mini-m4-2024-10cpu-10gpu-24gb-ram-512gb-ssd-12x-_JM?searchVariation=187757203081,Frete grátis,2025-05-18 18:21:22.398127,"Apple Mac Mini M4 (2024) 10cpu 10gpu 24gb Ram 512gb Ssd, 12x",11899,Novo,"em 12x R$ 991 , 58 sem juros",Apple,M4,Mac mini,M4,macOS,,Apple M4 10-core,24 GB,512 GB,Prateado,Sequoia,16,Não,Não,Apple,MCYT4LL/A
mac-mini-m4,Apple Mac Mini M4 16gb/256gb Ssd - Silver,5799,https://produto.mercadolivre.com.br/MLB-5328764430-apple-mac-mini-m4-16gb256gb-ssd-silver-_JM?searchVariation=183208106864,Frete grátis,2025-05-18 18:21:22.398127,Apple Mac Mini M4 16gb/256gb Ssd - Silver,5799,Novo  |  +25 vendidos,"em 12x R$ 483 , 25 sem juros",Apple,M4,Mac mini,M4,macOS,256 GB,Apple M4 10-core,16 GB,256 GB,Prateado,Sierra,10,Não,Não,Apple,MU9D3LL/A
mac-mini-m4,Apple Mac Mini M4 16gb/256gb Ssd - Silver,5499,https://produto.mercadolivre.com.br/MLB-5328834870-apple-mac-mini-m4-16gb256gb-ssd-silver-_JM?searchVariation=187320604705,Frete grátis,2025-05-18 18:21:22.399126,Apple Mac Mini M4 16gb/256gb Ssd - Silver,5499,Novo  |  +5 vendidos,"em 12x R$ 528 , 55",Apple,M4,Mac mini,M4,macOS,256 GB,Apple M4 10-core,16 GB,256 GB,Prateado,Sierra,10,Não,Não,Apple,MU9D3LL/A
mac-mini-m4,Apple Mac Mini M4 16gb/256gb Ssd - Silver,5499,https://produto.mercadolivre.com.br/MLB-5328835266-apple-mac-mini-m4-16gb256gb-ssd-silver-_JM?searchVariation=187320605461,Frete grátis,2025-05-18 18:21:22.399126,Apple Mac Mini M4 16gb/256gb Ssd - Silver,5499,Novo  |  1 vendido,"em 12x R$ 528 , 55",Apple,M4,Mac mini,M4,macOS,256 GB,Apple M4 10-core,16 GB,256 GB,Prateado,Sierra,10,Não,Não,Apple,MU9D3LL/A
mac-mini-m4,Apple Mac Mini M4 (2024) 10cpu 10gpu 24gb Ram 512gb Ssd,11391,https://produto.mercadolivre.com.br/MLB-5171688284-apple-mac-mini-m4-2024-10cpu-10gpu-24gb-ram-512gb-ssd-_JM?searchVariation=186008313141,Frete grátis,2025-05-18 18:21:22.399126,Apple Mac Mini M4 (2024) 10cpu 10gpu 24gb Ram 512gb Ssd,11391,Novo  |  +5 vendidos,"em 12x R$ 952 , 60",Apple,M4,Mac mini,M4,macOS,,Apple M4 10-core,24 GB,512 GB,Prateado,Sequoia,10,,Não,Apple,MCYT4LL/A
mac-mini-m4,Apple Mac Mini Chip M4 Pro 12c Cpu 16c Gpu 24gb 512gb A3239,12999,https://www.mercadolivre.com.br/apple-mac-mini-chip-m4-pro-12c-cpu-16c-gpu-24gb-512gb-a3239/up/MLBU3172995603,Frete grátis,2025-05-18 18:21:22.399126,Apple Mac Mini Chip M4 Pro 12c Cpu 16c Gpu 24gb 512gb A3239,12999,Novo,"em 12x R$ 1.083 , 33 sem juros",Apple,MAC MINI,A3239,M4 Pro,macOS,512 GB,Apple M4 16-Core GPU,24 GB,512 GB,Prata,,12,Não,Não,Apple,MCX44LL/A
mac-mini-m4,"Apple Mac Mini M4 (2024) 10cpu 10gpu 32gb Ram 512gb Ssd, 12x",15699,https://produto.mercadolivre.com.br/MLB-5171847474-apple-mac-mini-m4-2024-10cpu-10gpu-32gb-ram-512gb-ssd-12x-_JM?searchVariation=182183207386,Frete grátis,2025-05-18 18:21:22.399126,"Apple Mac Mini M4 (2024) 10cpu 10gpu 32gb Ram 512gb Ssd, 12x",15699,Novo  |  +5 vendidos,"em 12x R$ 1.138 , 18 sem juros",Apple,M4,Mac mini,M4,macOS,,Apple M4 10-core,32 GB,512 GB,Prateado,Sequoia,10,,Não,Apple,Z1CF000C9
mac-mini-m4,4990 À Vista Apple Mac Mini M4 16gb Ram 10cpu 10gpu 256gb,6350,https://produto.mercadolivre.com.br/MLB-5366440596-4990-vista-apple-mac-mini-m4-16gb-ram-10cpu-10gpu-256gb-_JM?searchVariation=183458869010,Frete grátis,2025-05-18 18:21:22.400127,4990 À Vista Apple Mac Mini M4 16gb Ram 10cpu 10gpu 256gb,6350,Novo,"em 12x R$ 556 , 08",Apple,M4,Mac mini,M4,macOS,256 GB,Apple M4 10-core,16 GB,256 GB,Prateado,,,Não,Não,Apple,MU9D3LL/A
mac-mini-m4,"Apple Mac Studio M4 Max 14-core/32-core 36gb Ram 512gb Ssd,",23799,https://produto.mercadolivre.com.br/MLB-3998175851-apple-mac-studio-m4-max-14-core32-core-36gb-ram-512gb-ssd-_JM?searchVariation=183094084878,Frete grátis,2025-05-18 18:21:22.400127,"Apple Mac Studio M4 Max 14-core/32-core 36gb Ram 512gb Ssd,",23799,Novo  |  2 vendidos,"em 12x R$ 1.725 , 43 sem juros",Apple,Mac studio,Início 2024,M4 Max,macOS,,GPU 32 Núcleos,36 GB,512 GB,Cinza,,14,Não,Não,Apple,MU963LL/A
mac-mini-m4,Apple Mac Mini M4 16gb/256gb Ssd - Silver,5499,https://www.mercadolivre.com.br/apple-mac-mini-m4-16gb256gb-ssd--silver/up/MLBU3146162433,Frete grátis,2025-05-18 18:21:22.400127,Apple Mac Mini M4 16gb/256gb Ssd - Silver,5499,Novo,"em 12x R$ 528 , 55",Apple,M4,Mac mini,M4,macOS,256 GB,Apple M4 10-core,16 GB,256 GB,Prateado,Sierra,,Não,Não,Apple,MU9D3LL/A
mac-mini-m4,Apple Mac Mini M4 (2024) 10cpu 10gpu 16gb 256gb Envio Hoje,6299,https://produto.mercadolivre.com.br/MLB-5310908830-apple-mac-mini-m4-2024-10cpu-10gpu-16gb-256gb-envio-hoje-_JM?searchVariation=187153281369,Frete grátis,2025-05-18 18:21:22.400127,Apple Mac Mini M4 (2024) 10cpu 10gpu 16gb 256gb Envio Hoje,6299,Novo  |  +5 vendidos,"em 12x R$ 605 , 44",Apple,M4,Mac mini,M4,macOS,256 GB,Apple M4 10-core,16 GB,256 GB,Prateado,,,Não,Não,Apple,MU9D3LL/A
mac-mini-m4,Apple Mac Mini M4 Pro - 2024 12cpu 16gpu 24gb Ram 512gb Ssd,15990,https://produto.mercadolivre.com.br/MLB-5288011902-apple-mac-mini-m4-pro-2024-12cpu-16gpu-24gb-ram-512gb-ssd-_JM?searchVariation=186939260307,Frete grátis,2025-05-18 18:21:22.400127,Apple Mac Mini M4 Pro - 2024 12cpu 16gpu 24gb Ram 512gb Ssd,15990,Novo  |  2 vendidos,"em 12x R$ 1.199 , 25 sem juros",Apple,M4,Mac mini,M4 Pro,macOS,512 GB,Apple M4 16-core,24 GB,512 GB,Prateado,Sequoia,12,Não,Não,Apple,MCX44LL/A
mac-mini-m4,4990 À Vista Apple Mac Mini M4 10cpu 10gpu 16gb Ram 256gb,6490,https://produto.mercadolivre.com.br/MLB-5362164020-4990-vista-apple-mac-mini-m4-10cpu-10gpu-16gb-ram-256gb-_JM?searchVariation=187628951155,Frete grátis,2025-05-18 18:21:22.401110,4990 À Vista Apple Mac Mini M4 10cpu 10gpu 16gb Ram 256gb,6490,Novo,"em 12x R$ 511 , 12 sem juros",Apple,M4,Mac mini,M4,macOS,256 GB,Apple M4 10-core,16 GB,256 GB,Prateado,,,Não,Não,Apple,MU9D3LL/A
mac-mini-m4,"Apple Mac Mini M4 (2024) 10cpu 10gpu 32gb Ram 1tb Ssd, 12x",16999,https://produto.mercadolivre.com.br/MLB-3982911981-apple-mac-mini-m4-2024-10cpu-10gpu-32gb-ram-1tb-ssd-12x-_JM?searchVariation=187012771779,Frete grátis,2025-05-18 18:21:22.401110,"Apple Mac Mini M4 (2024) 10cpu 10gpu 32gb Ram 1tb Ssd, 12x",16999,Novo  |  3 vendidos,"em 12x R$ 1.232 , 43 sem juros",Apple,M4,Mac mini,M4,macOS,,Apple M4 10-core,32 GB,1 TB,Prateado,Sequoia,10,Não,Não,Apple,Z1CF000AD
mac-mini-m4,Apple Mac Mini M4 (2024) 16gb Ram 256ssd Envio Imediato,6474,https://produto.mercadolivre.com.br/MLB-3946566209-apple-mac-mini-m4-2024-16gb-ram-256ssd-envio-imediato-_JM?searchVariation=182701507736,Frete grátis,2025-05-18 18:21:22.401110,Apple Mac Mini M4 (2024) 16gb Ram 256ssd Envio Imediato,6474,Novo  |  1 vendido,"em 12x R$ 539 , 55 sem juros",Apple,M4,Mac mini,M4,macOS,256 GB,Apple M4 10-core,16 GB,256 GB,Prateado,MacOS,10,Não,Não,Apple,MU9D3LL/A
mac-mini-m4,Apple Mac Mini M4 Pro (2024) 14cpu 20gpu 64gb Ram 1tb Ssd,25199,https://produto.mercadolivre.com.br/MLB-5171786792-apple-mac-mini-m4-pro-2024-14cpu-20gpu-64gb-ram-1tb-ssd-_JM?searchVariation=186008506127,Frete grátis,2025-05-18 18:21:22.401110,Apple Mac Mini M4 Pro (2024) 14cpu 20gpu 64gb Ram 1tb Ssd,25199,Novo  |  4 vendidos,"em 12x R$ 2.107 , 18",Apple,M4,Mac mini,M4 Pro,macOS,,Apple M4 14-core,64 GB,1 TB,Prateado,Sequoia,14,,Não,Apple,Z1JV000KF
mac-mini-m4,Apple Mac Mini M4 Pro 12cpu 16gpu 24gb Ram 512gb Ssd,12960,https://www.mercadolivre.com.br/apple-mac-mini-m4-pro-12cpu-16gpu-24gb-ram-512gb-ssd/up/MLBU3105009060,Frete grátis,2025-05-18 18:21:22.401110,Apple Mac Mini M4 Pro 12cpu 16gpu 24gb Ram 512gb Ssd,12960,Novo,em 12x R$ 1.080 sem juros,Apple,M4 Pro,A3239,M4 Pro,macOS,512 GB,,24 GB,512 GB,,,,Não,Não,Apple,MCX44LL/A
mac-mini-m4,"Mac Mini Chip M4 Pro (24 Gb Ram, Ssd De 512 Gb)",15690,https://produto.mercadolivre.com.br/MLB-5327219558-mac-mini-chip-m4-pro-24-gb-ram-ssd-de-512-gb-_JM?searchVariation=187307079197,Frete grátis,2025-05-18 18:21:22.401110,"Mac Mini Chip M4 Pro (24 Gb Ram, Ssd De 512 Gb)",15690,Novo,"em 12x R$ 1.111 , 38 sem juros",Apple,M4,Mac mini,M4 Pro,macOS,512 GB,20,24 GB,512 GB,Prateado,Sequoia,,Não,Não,Apple,MCX44LL/A
mac-mini-m4,"Apple Mac Mini M4 (2024) 10cpu 10gpu 24gb Ram 1tb Ssd, 12x",14899,https://produto.mercadolivre.com.br/MLB-3993895277-apple-mac-mini-m4-2024-10cpu-10gpu-24gb-ram-1tb-ssd-12x-_JM?searchVariation=187127302541,Frete grátis,2025-05-18 18:21:22.401110,"Apple Mac Mini M4 (2024) 10cpu 10gpu 24gb Ram 1tb Ssd, 12x",14899,Novo  |  1 vendido,"em 12x R$ 1.080 , 18 sem juros",Apple,M4,Mac mini,M4,macOS,,Apple M4 10-core,24 GB,1 TB,Prateado,Sequoia,10,Não,Não,Apple,Z1CF000C7
mac-mini-m4,"Apple Mac Studio M4 Max 14-core/32-core 36gb Ram 1tb Ssd,",26499,https://produto.mercadolivre.com.br/MLB-5312378370-apple-mac-studio-m4-max-14-core32-core-36gb-ram-1tb-ssd-_JM?searchVariation=183094102830,Frete grátis,2025-05-18 18:21:22.402126,"Apple Mac Studio M4 Max 14-core/32-core 36gb Ram 1tb Ssd,",26499,Novo,"em 12x R$ 2.034 , 90 sem juros",Apple,Mac studio,Início 2024,M4 Max,macOS,1 TB,GPU 32 Núcleos,36 GB,1 TB,Cinza,,14,Não,Não,Apple,MSM4MAX02
mac-mini-m4,"Apple Mac Mini M4 (2024) 10cpu 10gpu 16gb Ram 512gb Ssd, 12x",9999,https://produto.mercadolivre.com.br/MLB-5171699336-apple-mac-mini-m4-2024-10cpu-10gpu-16gb-ram-512gb-ssd-12x-_JM?searchVariation=186008374635,Frete grátis,2025-05-18 18:21:22.402126,"Apple Mac Mini M4 (2024) 10cpu 10gpu 16gb Ram 512gb Ssd, 12x",9999,Novo  |  +5 vendidos,"em 12x R$ 724 , 93 sem juros",Apple,M4,Mac mini,M4,macOS,,Apple M4 10-core,16 GB,512 GB,Prateado,Sequoia,10,,Não,Apple,MU9D3LL/A
mac-mini-m4,Apple Mac Mini M4 14/20-core 64gb Ram 2tb Ssd,29990,https://produto.mercadolivre.com.br/MLB-3933853531-apple-mac-mini-m4-1420-core-64gb-ram-2tb-ssd-_JM?searchVariation=186443439301,Frete grátis,2025-05-18 18:21:22.402126,Apple Mac Mini M4 14/20-core 64gb Ram 2tb Ssd,29990,Novo,"em 12x R$ 2.499 , 17 sem juros",Apple,MAC MINI M4,Mac mini,M4,macOS,16 GB,20 core GPU,64 GB,2 TB,Prateado,MacOS,20,Não,Não,Apple,1
mac-mini-m4,"Apple Mac Mini M4 Pro (2024) 14cpu 20gpu 64gb Ram 2tb Ssd,",30699,https://produto.mercadolivre.com.br/MLB-5171711940-apple-mac-mini-m4-pro-2024-14cpu-20gpu-64gb-ram-2tb-ssd-_JM?searchVariation=182183356894,Frete grátis,2025-05-18 18:21:22.402126,"Apple Mac Mini M4 Pro (2024) 14cpu 20gpu 64gb Ram 2tb Ssd,",30699,Novo  |  +5 vendidos,"em 12x R$ 2.225 , 68 sem juros",Apple,M4,Mac mini,M4 Pro,macOS,,Apple M4 14-core,64 GB,2 TB,Prateado,Sequoia,14,,Não,Apple,Z1JV000KX
mac-mini-m4,Mac Mini 2024 M4 10/10gpu 16gb Ram 256ssd,6399,https://produto.mercadolivre.com.br/MLB-3938106341-mac-mini-2024-m4-1010gpu-16gb-ram-256ssd-_JM?searchVariation=186509960723,Frete grátis,2025-05-18 18:21:22.402126,Mac Mini 2024 M4 10/10gpu 16gb Ram 256ssd,6399,Novo  |  3 vendidos,"em 12x R$ 506 , 59 sem juros",Apple,MAC MINI,Mac Mini 2024,M4,macOS,256 GB,Apple M4 10-Core GPU,16 GB,256 GB,Prata,MacOS,10,Não,Não,Apple,MU9D3LL/A
mac-mini-m4,"Macmini M4 10c Cpu, 10c Gpu, 16gb, 256mb (lacrado)",6749,https://produto.mercadolivre.com.br/MLB-5373126366-macmini-m4-10c-cpu-10c-gpu-16gb-256mb-lacrado-_JM?searchVariation=187787862781,Frete grátis,2025-05-18 18:21:22.402126,"Macmini M4 10c Cpu, 10c Gpu, 16gb, 256mb (lacrado)",6749,Novo,"em 12x R$ 562 , 42 sem juros",Apple,M4,Mac mini,M4,macOS,256 GB,8 core,16 GB,256 GB,Prateado,Sequoia,10,Não,Não,Apple,MU9D3LL/A
mac-mini-m4,"Apple Mac Mini M4 (2024) 10cpu 10gpu, 16gb Ram, 512gb Ssd",7999,https://produto.mercadolivre.com.br/MLB-4061073337-apple-mac-mini-m4-2024-10cpu-10gpu-16gb-ram-512gb-ssd-_JM?searchVariation=187926634631,Frete grátis,2025-05-18 18:21:22.403127,"Apple Mac Mini M4 (2024) 10cpu 10gpu, 16gb Ram, 512gb Ssd",7999,Novo,"em 12x R$ 666 , 58 sem juros",Apple,M4,Mac mini,M4,macOS,512 GB,Apple M4 10-core,16 GB,512 GB,Prateado,Sequoia,10,Não,Não,Apple,MU9ELL/A
mac-mini-m4,Apple Mac Mini M4 (2024) 10cpu 10gpu 16gb Ram 512gb Ssd,9599,https://produto.mercadolivre.com.br/MLB-5171834640-apple-mac-mini-m4-2024-10cpu-10gpu-16gb-ram-512gb-ssd-_JM?searchVariation=182183140022,Frete grátis,2025-05-18 18:21:22.403127,Apple Mac Mini M4 (2024) 10cpu 10gpu 16gb Ram 512gb Ssd,9599,Novo  |  +5 vendidos,"em 12x R$ 790 , 84",Apple,M4,Mac mini,M4,macOS,,Apple M4 10-core,16 GB,512 GB,Prateado,Sequoia,10,,Não,Apple,MU9D3LL/A
mac-mini-m4,Apple Mac Mini M4 (2024) 10cpu 10gpu 24gb Ram 1tb Ssd,14199,https://produto.mercadolivre.com.br/MLB-5307520910-apple-mac-mini-m4-2024-10cpu-10gpu-24gb-ram-1tb-ssd-_JM?searchVariation=183060870974,Frete grátis,2025-05-18 18:21:22.403127,Apple Mac Mini M4 (2024) 10cpu 10gpu 24gb Ram 1tb Ssd,14199,Novo  |  1 vendido,"em 12x R$ 1.255 , 58",Apple,M4,Mac mini,M4,macOS,,Apple M4 10-core,24 GB,1 TB,Prateado,Sequoia,10,Não,Não,Apple,Z1CF000C7
mac-mini-m4,Apple Mac Mini M4 (2024) 10cpu 10gpu 16gb 256gb,6035,https://produto.mercadolivre.com.br/MLB-4034530973-apple-mac-mini-m4-2024-10cpu-10gpu-16gb-256gb-_JM?searchVariation=183374247584,Frete grátis,2025-05-18 18:21:22.403127,Apple Mac Mini M4 (2024) 10cpu 10gpu 16gb 256gb,6035,Novo,"em 12x R$ 502 , 92 sem juros",Apple,M4,Mac mini,M4,macOS,256 GB,Apple M4 10-core,16 GB,256 GB,Prateado,,,Não,Não,,MU9D3LL/A
mac-mini-m4,"Apple Mac Mini M4, 16gb Ram, 256gb",5999,https://produto.mercadolivre.com.br/MLB-5351616214-apple-mac-mini-m4-16gb-ram-256gb-_JM?searchVariation=183358731454,Frete grátis,2025-05-18 18:21:22.403127,"Apple Mac Mini M4, 16gb Ram, 256gb",5999,Novo,"em 12x R$ 576 , 70",Apple,MAC MINI,Mac Mini M4,M4,macOS,256 GB,10-Core GPU,16 GB,,Prateado,,14,Não,Não,Apple,A3238
mac-mini-m4,Apple Mac Mini M4 16gb 256gb Ssd Cinza Macos,5587,https://produto.mercadolivre.com.br/MLB-3964370751-apple-mac-mini-m4-16gb-256gb-ssd-cinza-macos-_JM?searchVariation=182822025180,Frete grátis,2025-05-18 18:21:23.130608,Apple Mac Mini M4 16gb 256gb Ssd Cinza Macos,5587,Novo  |  +25 vendidos,"em 12x R$ 465 , 58 sem juros",Apple,mac,Mac mini,M4,macOS,256 GB,,16 GB,256 GB,Cinza,Ventura,8,Não,Não,Apple,
mac-mini-m4,Mini Mac M4 10 Nucleos Memoria 16 Ssd 256gb,5649,https://www.mercadolivre.com.br/mini-mac-m4-10-nucleos-memoria-16-ssd-256gb/up/MLBU3132319777,Frete grátis,2025-05-18 18:21:23.131609,Mini Mac M4 10 Nucleos Memoria 16 Ssd 256gb,5649,Novo  |  +5 vendidos,"em 12x R$ 542 , 96",Apple,M4,Mac mini,M4,macOS,256 GB,Apple M4 10-core,16 GB,,Silver,,,Não,Não,Apple,MU9D3LL/A
mac-mini-m4,Apple Mac Mini M4 (2024) 10cpu 10gpu 16gb 256gb Envio Hoje,6599,https://produto.mercadolivre.com.br/MLB-5310805116-apple-mac-mini-m4-2024-10cpu-10gpu-16gb-256gb-envio-hoje-_JM?searchVariation=183081273230,Frete grátis,2025-05-18 18:21:23.131609,Apple Mac Mini M4 (2024) 10cpu 10gpu 16gb 256gb Envio Hoje,6599,Novo  |  +25 vendidos,"em 12x R$ 549 , 92 sem juros",Apple,M4,Mac mini,M4,macOS,256 GB,Apple M4 10-core,16 GB,256 GB,Prateado,,,Não,Não,Apple,MU9D3LL/A
mac-mini-m4,Mac Mini Apple M4 10-core 16gb Ram 256gb Ssd Prateado,5487,https://www.mercadolivre.com.br/mac-mini-apple-m4-10core-16gb-ram-256gb-ssd-prateado/up/MLBU3165451156,Frete grátis,2025-05-18 18:21:23.131609,Mac Mini Apple M4 10-core 16gb Ram 256gb Ssd Prateado,5487,Novo  |  1 vendido,"em 12x R$ 527 , 39",Apple,M4,Mac mini,M4,macOS,256 GB,Apple M4 10-core,16 GB,256 GB,Prateado,macOs  Sequoia,10,Não,Não,Apple,MU9D3LL/A
mac-mini-m4,Mac Mini M4 Chip 10core Cpu And 10core Gpu 256gb Com Nf,5869,https://produto.mercadolivre.com.br/MLB-4065695161-mac-mini-m4-chip-10core-cpu-and-10core-gpu-256gb-com-nf-_JM?searchVariation=183643615088,Frete grátis,2025-05-18 18:21:23.131609,Mac Mini M4 Chip 10core Cpu And 10core Gpu 256gb Com Nf,5869,Novo,"em 12x R$ 489 , 08 sem juros",Apple,Mac Mini M4,Mac mini,M4,macOS,256 GB,10 CORE GPU,16 GB,256 GB,Cinza,MacOS,10,Não,Não,Apple,111172201993
mac-mini-m4,Apple Mac Mini M4 (2024) 10cpu 10gpu 16gb 256gb Envio Hoje,5925,https://www.mercadolivre.com.br/apple-mac-mini-m4-2024-10cpu-10gpu-16gb-256gb-envio-hoje/up/MLBU3179088835,Frete grátis,2025-05-18 18:21:23.131609,Apple Mac Mini M4 (2024) 10cpu 10gpu 16gb 256gb Envio Hoje,5925,Novo,"em 12x R$ 569 , 53",Apple,M4,Mac mini,M4,macOS,256 GB,Apple M4 10-core,16 GB,256 GB,Prateado,iOS,10,Não,Não,APPLE INC,MU9D3LL/A
