keyword,title,price,url,shipping_x,scraped_at,title_full,price_item,condition,shipping_y,fabricante,marca,linha,série,modelo,tamanho_da_memória,tipo_de_memória_gráfica,quantidade_de_núcleos,interface_com_a_placa_mãe,bus_de_memória,conectividade,número_de_saídas_de_monitor,resolução_máxima,exigência_de_energia,é_compatível_com_directx,é_compatível_com_opengl
rtx-3060,Placa De Vídeo Galax Geforce Rtx 3060 12gb Gddr6 192bit,2639,https://produto.mercadolivre.com.br/MLB-2714286453-placa-de-video-galax-geforce-rtx-3060-12gb-gddr6-192bit-_JM,Frete grátis,2025-05-18 18:20:52.782549,Placa De Vídeo Galax Geforce Rtx 3060 12gb Gddr6 192bit,2639,Novo,"em 12x R$ 253 , 65",Nvidia,Galax,GeForce,GeForce RTX 30 Series,RTX 3060,12 GB,GDDR6,3584,PCI-Express 4.0,192 bit,"3 DisplayPort 1.4a, HDMI 2.1",4,8K,550 W,Sim,Sim
rtx-3060,Placa Gráfica Para Jogos Msi Geforce Rtx 3060 Ventus 2x 12gb,3713,https://produto.mercadolivre.com.br/MLB-4787821096-placa-grafica-para-jogos-msi-geforce-rtx-3060-ventus-2x-12gb-_JM,Frete grátis,2025-05-18 18:20:52.782549,Placa Gráfica Para Jogos Msi Geforce Rtx 3060 Ventus 2x 12gb,3713,Novo,"em 12x R$ 263 , 01 sem juros",Nvidia,MSI,Ventus,GeForce RTX 30 Series,RTX 3060,12 GB,GDDR6,3584,PCI-Express 4.0,192 bit,"3 DisplayPort 1.4, HDMI 2.1",4,7680x4320,550 W,Sim,Sim
rtx-3060,Placa de vídeo RTX 3060 12GB GALAX,2829,https://www.mercadolivre.com.br/placa-de-video-rtx-3060-12gb-galax/p/MLB17716910,Frete grátis,2025-05-18 18:20:53.598434,Placa de vídeo RTX 3060 12GB GALAX,2829,Novo  |  +5mil vendidos,"em 12x R$ 196 , 99 sem juros",Nvidia,Galax,3060,GeForce RTX 30 Series,RTX 3060,12 GB,GDDR6,3584,PCI-Express 4.0,192 bit,"3 DisplayPort 1.4a, HDMI 2.1",4,8K,550 W,Sim,Sim
rtx-3060,"Placa De Video Zotac Geforce Rtx 3060, 12gb, Gddr6, 192-bit",2569,https://www.mercadolivre.com.br/placa-de-video-zotac-geforce-rtx-3060-12gb-gddr6-192-bit/p/MLB35344600,Frete grátis,2025-05-18 18:20:53.598434,"Placa De Video Zotac Geforce Rtx 3060, 12gb, Gddr6, 192-bit",2569,Novo  |  +500 vendidos,"em 12x R$ 214 , 10 sem juros",,Zotac,RTX,,A30600P-10M,12 GB,GDDR6,3584,PCI-Express 4.0,192 bit,"HDMI, DisplayPort",4,8K,600 W,Sim,Sim
rtx-3060,Placa De Vídeo Pcyes Geforce Rtx 3050 6gb Gddr6,1499,https://www.mercadolivre.com.br/placa-de-video-pcyes-geforce-rtx-3050-6gb-gddr6/p/MLB46690622,Frete grátis,2025-05-18 18:20:53.598434,Placa De Vídeo Pcyes Geforce Rtx 3050 6gb Gddr6,1491,Novo  |  +5 vendidos,"em 12x R$ 144 , 24",,Pcyes,,,GeForce RTX 3050,6 GB,GDDR6,,,,,,,,,
rtx-3060,Placa de vídeo Nvidia Zotac Gaming GeForce RTX 3060 Series RTX 3060 ZT-A30600H-10M OC Edition 12GB,2729,https://www.mercadolivre.com.br/placa-de-video-nvidia-zotac-gaming-geforce-rtx-3060-series-rtx-3060-zt-a30600h-10m-oc-edition-12gb/p/MLB17707462,Frete grátis,2025-05-18 18:20:53.598434,Placa de vídeo Nvidia Zotac Gaming GeForce RTX 3060 Series RTX 3060 ZT-A30600H-10M OC Edition 12GB,2729,Novo  |  +500 vendidos,"em 12x R$ 262 , 39",Nvidia,Zotac,Gaming,GeForce RTX 3060 Series,RTX 3060,12 GB,GDDR6,3584,PCI-Express 4.0,192 bit,"HDMI 2.1, 3 DisplayPort 1.4a",4,8K,600 W,Sim,Sim
rtx-3060,Placa de vídeo Nvidia Zotac Gaming GeForce RTX 30 Series RTX 3060 ZT-A30600E-10M 12GB,2286,https://www.mercadolivre.com.br/placa-de-video-nvidia-zotac-gaming-geforce-rtx-30-series-rtx-3060-zt-a30600e-10m-12gb/p/MLB17456216,Frete grátis,2025-05-18 18:20:53.599418,Placa de vídeo Nvidia Zotac Gaming GeForce RTX 30 Series RTX 3060 ZT-A30600E-10M 12GB,2286,Novo  |  +100 vendidos,"em 12x R$ 219 , 72",Nvidia,Zotac,Gaming,GeForce RTX 30 Series,RTX 3060,12 GB,GDDR6,3584,PCI-Express 4.0,192 bit,"3 DisplayPort 1.4a, HDMI 2.1",4,8K,600 W,Sim,Sim
rtx-3060,Placa De Video Geforce Rtx 3060 12gb Ddr6 192 Bit Graffiti,2495,https://www.mercadolivre.com.br/placa-de-video-geforce-rtx-3060-12gb-ddr6-192-bit-graffiti/p/MLB36606669,Frete grátis,2025-05-18 18:20:53.599418,Placa De Video Geforce Rtx 3060 12gb Ddr6 192 Bit Graffiti,2495,Novo  |  +100 vendidos,"em 12x R$ 239 , 86",Nvidia,Pcyes,RTX,,Pgs3060Fs192,12 GB,GDDR6,,PCI-E,192 bit,"HDMI, DisplayPort",,,,,
rtx-3060,Placa De Vídeo Geforce Galax Rtx 3060 12gb Gddr6 Ray Tracing,3090,https://produto.mercadolivre.com.br/MLB-5207510096-placa-de-video-geforce-galax-rtx-3060-12gb-gddr6-ray-tracing-_JM,Chegará grátis amanhã,2025-05-18 18:20:53.600059,Placa De Vídeo Geforce Galax Rtx 3060 12gb Gddr6 Ray Tracing,3090,Novo  |  +25 vendidos,"em 12x R$ 212 , 50 sem juros",Nvidia,Galax,3060,GeForce RTX 30 Series,RTX 3060,12 GB,GDDR6,3584,PCI-Express 4.0,192 bit,"3 DisplayPort 1.4a, HDMI 2.1",4,8K,550 W,Sim,Sim
rtx-3060,"Placa De Video Zotac Rtx 3060 12gb, Gddr6, 192 Bits",2849,https://produto.mercadolivre.com.br/MLB-4939420102-placa-de-video-zotac-rtx-3060-12gb-gddr6-192-bits-_JM,Frete grátis,2025-05-18 18:20:53.600059,"Placa De Video Zotac Rtx 3060 12gb, Gddr6, 192 Bits",2849,Novo,"em 12x R$ 237 , 42 sem juros",Nvidia,Zotac,RTX,,ZT-A30600P-10M,12 GB,GDDR6,3584,PCI-Express 4.0,192 bit,"HDMI, DisplayPort",4,8K,600 W,Sim,Sim
rtx-3060,Placa De Video Galax Geforce Rtx 3060 1-click Oc 12gb Gddr6,3024,https://produto.mercadolivre.com.br/MLB-3391382495-placa-de-video-galax-geforce-rtx-3060-1-click-oc-12gb-gddr6-_JM,Chegará grátis amanhã,2025-05-18 18:20:53.600059,Placa De Video Galax Geforce Rtx 3060 1-click Oc 12gb Gddr6,3024,Novo  |  +25 vendidos,"em 12x R$ 235 , 48",Nvidia,Galax,3060,GeForce RTX 30 Series,RTX 3060,12 GB,GDDR6,3584,PCI-Express 4.0,192 bit,"3 DisplayPort 1.4a, HDMI 2.1",4,8K,550 W,Sim,Sim
rtx-3060,Placa De Vídeo Maxsun Rtx 3060 Ti 8gb Gddr6 Dlss Ray Tracing,2707,https://produto.mercadolivre.com.br/MLB-5386461024-placa-de-video-maxsun-rtx-3060-ti-8gb-gddr6-dlss-ray-tracing-_JM,Frete grátis,2025-05-18 18:20:53.600059,Placa De Vídeo Maxsun Rtx 3060 Ti 8gb Gddr6 Dlss Ray Tracing,2707,Novo  |  1 vendido,"em 12x R$ 225 , 58 sem juros",Nvidia,Maxsun,RTX,GeForce RTX 30 Series,RTX 3060 Ti,8 GB,GDDR6,,PCI-Express 4.0,192 bit,"1x HDMI, 3x DisplayPort",,,,Sim,Sim
rtx-3060,Placa De Vídeo Galax Geforce Rtx3060 12gb Gddr6 36nol7md1voc,2299,https://produto.mercadolivre.com.br/MLB-3937151079-placa-de-video-galax-geforce-rtx3060-12gb-gddr6-36nol7md1voc-_JM,Frete grátis,2025-05-18 18:20:53.601196,Placa De Vídeo Galax Geforce Rtx3060 12gb Gddr6 36nol7md1voc,2299,Novo,"em 12x R$ 220 , 97",Nvidia,Galax,3060,GeForce RTX 30 Series,36NOL7MD1VOC,12 GB,GDDR6,3584,PCI-Express 4.0,192 bit,"3 DisplayPort 1.4a, HDMI 2.1",4,8K,550 W,Sim,Sim
rtx-3060,Geforce Rtx 3060 12gb Gddr6 Inno3dd Twin X2 Dlss Ray Tracing,3239,https://produto.mercadolivre.com.br/MLB-5322713240-geforce-rtx-3060-12gb-gddr6-inno3dd-twin-x2-dlss-ray-tracing-_JM,Frete grátis,2025-05-18 18:20:53.601196,Geforce Rtx 3060 12gb Gddr6 Inno3dd Twin X2 Dlss Ray Tracing,3239,Novo,em 12x R$ 270 sem juros,Nvidia,Diversos,,RTX 3060,N30602-12D6-119032AH,12 GB,,,PCI-Express 4.0,,PCI Express 4.0,,,,,
rtx-3060,Placa De Vídeo Galax Geforce Rtx 3060 12gb 192 Bits,3598,https://produto.mercadolivre.com.br/MLB-1839668083-placa-de-video-galax-geforce-rtx-3060-12gb-192-bits-_JM,Frete grátis,2025-05-18 18:20:53.601196,Placa De Vídeo Galax Geforce Rtx 3060 12gb 192 Bits,3598,Novo  |  +5 vendidos,"em 12x R$ 299 , 91 sem juros",Nvidia,Galax,EX Series,GeForce RTX 30 Series,36NOL7MD1VOC,12 GB,GDDR6,3584,PCI-Express 4.0,192 bit,"3 DisplayPort 1.4a, HDMI 2.1",4,8K,550 W,Sim,Sim
rtx-3060,Placa De Vídeo Galax Geforce Rtx3060 12gb Gddr6 36nol7md1voc,2499,https://produto.mercadolivre.com.br/MLB-3937151095-placa-de-video-galax-geforce-rtx3060-12gb-gddr6-36nol7md1voc-_JM,Frete grátis,2025-05-18 18:20:53.601196,Placa De Vídeo Galax Geforce Rtx3060 12gb Gddr6 36nol7md1voc,2499,Novo,"em 12x R$ 208 , 25 sem juros",Nvidia,Galax,3060,GeForce RTX 30 Series,36NOL7MD1VOC,12 GB,GDDR6,3584,PCI-Express 4.0,192 bit,"3 DisplayPort 1.4a, HDMI 2.1",4,8K,550 W,Sim,Sim
rtx-3060,Placa Gráfica Gigabyte Geforce Rtx 3060 Gaming Oc 12gb Gddr6,2756,https://produto.mercadolivre.com.br/MLB-4787822080-placa-grafica-gigabyte-geforce-rtx-3060-gaming-oc-12gb-gddr6-_JM,Frete grátis,2025-05-18 18:20:53.601196,Placa Gráfica Gigabyte Geforce Rtx 3060 Gaming Oc 12gb Gddr6,2756,Novo,"em 12x R$ 225 , 17",Gigabyte,Gigabyte,Gaming,,gigabyte,8 GB,GDDR6,,PCI-Express 4.0,256 bit,,,7680x4320/60Hz,,,
rtx-3060,Placa De Vídeo Galax Geforce Rtx 3060 12gb Gddr6 Ray Tracing,2799,https://produto.mercadolivre.com.br/MLB-2130764079-placa-de-video-galax-geforce-rtx-3060-12gb-gddr6-ray-tracing-_JM,Frete grátis,2025-05-18 18:20:53.601196,Placa De Vídeo Galax Geforce Rtx 3060 12gb Gddr6 Ray Tracing,2799,Novo  |  1 vendido,"em 12x R$ 233 , 25 sem juros",Nvidia,Galax,RTX,GeForce RTX 30 Series,RTX 3060,12 GB,GDDR6,3584,PCI-Express 4.0,192 bit,"3 DisplayPort 1.4a, HDMI 2.1",4,8K,550 W,Sim,Sim
rtx-3060,Placa de vídeo Gigabyte Rtx3060 Gaming Oc 8Gb Gddr6,5500,https://www.mercadolivre.com.br/placa-de-video-gigabyte-rtx3060-gaming-oc-8gb-gddr6/p/MLB24047581,Frete grátis,2025-05-18 18:20:53.601196,Placa de vídeo Gigabyte Rtx3060 Gaming Oc 8Gb Gddr6,5500,Novo,"em 12x R$ 458 , 33 sem juros",,Gigabyte,,,GV-N3060GAMING OC-8GD,8 GB,,,,128 bit,,,8K,,,
