keyword,title,price,url,shipping_x,scraped_at,title_full,price_item,condition,shipping_y,marca,linha,modelo,versões,memória_interna,memória_ram,com_ranhura_para_cartão_de_memória,rede_móvel,tipo_de_conector_de_carregamento,com_conector_usb,com_conector_jack_3_5_mm,com_wi_fi,com_gps,com_bluetooth,com_nfc,com_radio,resolução_da_câmera_traseira_principal,resolução_de_vídeo_da_câmera_traseira,resolução_da_câmera_frontal_principal,características_principais_das_câmeras,resolução_das_câmeras_traseiras,abertura_do_diafragma_da_câmera_traseira,abertura_do_diafragma_da_câmera_frontal,quantidade_de_câmeras_traseiras,quantidade_de_câmeras_frontais,zoom_óptico,zoom_digital,resolução_de_vídeo_da_câmera_frontal,com_câmera,classificação_ip,com_teclado_qwerty_físico,é_resistente_à_água,é_resistente_ao_pó,é_dual_sim,quantidade_de_ranhuras_para_cartão_sim,quantidade_de_esims,tamanhos_de_cartão_sim_compatíveis,com_esim,nome_do_sistema_operacional,versão_original_do_sistema_operacional,última_versão_compatível_do_sistema_operacional,modelo_do_processador,modelo_de_gpu,quantidade_de_núcleos_do_processador,número_de_homologação_da_anatel,mês_de_lançamento,ano_de_lançamento,tamanho_da_tela,resolução_da_tela,tecnologia_da_tela,tipo_de_tela,pixels_por_polegada_da_tela,brilho_máximo_da_tela,proporção_da_tela,com_tela_tátil,tipo_de_bateria,com_carregamento_rápido,com_carregamento_sem_fio,com_bateria_removível,com_reconhecimento_facial,peso,altura_x_largura_x_profundidade,com_acelerômetro,com_sensor_de_proximidade,com_giroscópio,com_bússola,com_barômetro
iphone-13,Apple iPhone 12 (128 GB) - Azul,2749,https://www.mercadolivre.com.br/apple-iphone-12-128-gb-azul/p/MLB16163654,Frete grátis,2025-05-18 18:19:26.560381,Apple iPhone 12 (128 GB) - Azul,2749,Novo  |  +1000 vendidos,"em 12x R$ 229 , 08 sem juros",Apple,iPhone 12,iPhone 12,"A2403, A2402, A2172",128 GB,4 GB,Não,5G,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,12 Mpx,2160 px x 3840 px,12 Mpx,,12 Mpx/12 Mpx,f 2.4/f 1.6,f 2.2,2,1,2x,5x,3840 px x 2160 px,Sim,IP68,Não,Sim,Sim,Não,1,1,Nano-SIM,Sim,iOS,14,16,Apple A14 Bionic,,6,129962001993,Outubro,2020,"6,1 """,1170 px x 2532 px,OLED,,460 dpi,,,Sim,Íon de lítio,Sim,Sim,Não,Sim,162 g,14.67 cm x 7.15 cm x 7.4 mm,Sim,Sim,Sim,Sim,Sim
iphone-13,iPhone 13 Dual SIM 128 GB (product)red (Novo com caixa aberta),2999,https://www.mercadolivre.com.br/iphone-13-dual-sim-128-gb-productred-novo-com-caixa-aberta/p/MLB2016196390,Frete grátis,2025-05-18 18:19:26.560381,iPhone 13 Dual SIM 128 GB (product)red (Novo com caixa aberta),2999,Caixa aberta  |  +5 vendidos,"em 12x R$ 249 , 92 sem juros",Apple,iPhone 13,iPhone 13,"A2634, A2635, A2628, A2633, A2631, A2626",128 GB,4 GB,Não,5G,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,12 Mpx,3840 px x 2160 px,12 Mpx,"Bokeh, Modo noite, Deep fusion, HDR, Modo rajada",12 Mpx/12 Mpx,f 1.6/f 2.4,f 2.2,2,1,2x,5x,3840 px x 2160 px,Sim,IP68,Não,Sim,Sim,Sim,1,2,Nano-SIM,Sim,iOS,15,16,Apple A15 Bionic,Apple GPU,6,112722101993,Setembro,2021,"6,1 """,1170 px x 2532 px,OLED,Super Retina XDR,460 dpi,1.200 cd/m²,19.5:9,Sim,Íon de lítio,Sim,Sim,Não,Sim,173 g,14.67 cm x 7.15 cm x 7.65 mm,Sim,Sim,Sim,Sim,Sim
iphone-13,Samsung Galaxy A25 5G Dual SIM 128Gb Azul Escuro 6Gb Ram,1570,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=vdEWrXhdzlw1xY0h8K7%2BJrIj9VftNQP3Y%2BcPu9JQVuu2bMz1FR1V4HuYxlcp%2B8K%2F8w0mj%2B4gVcj%2FNO799oQICcPLF67rvHV3VS64Oep0hvi6uM2ZcqUeVF907dgAhtpMeS26nyl90mKhBAlk76f84IMPy9wbn23TYMp4hb5TWKcAFGKXcJaaVV6GnPB8nojtSlPTa9p2sjVwZ5zJdzZDHCSgwCyl4Xkk52u9D%2BpsOFuU28rX1iU6Ok%2BPA4rhZBncdDueHkEfC2Kt%2BRUifKvNBZPWvG6YnAMSyaeS0QmUFXN2XqfMsJXw0mYRyoLcLId887Dps78ZkLqSX6jNfoigtMtwmQ8v8aBzPAt%2B2f7ScOH6%2FOoYL%2F5tTMrh87VNztvYnqXetXe%2FRXR%2Fi9dHwqDifO7V9GVnRNiP2wIdwWI2fwTh%2BoQWYknDXolbMcicJKsZqi99A8HUK%2B%2FLKiIrUXBhjDrt59Qn7menTZg3l0cjXLo5otvV7ggwd%2Bi872O%2FkIbcSBpHNskKolERYmJ5K5Ve4ECvhK9WVei1rgnwG3vdFfc2wVywA9uY0GkxJKDnKJh40uJoO6xH377GBzieLgm%2BO0G2eq5j1FOgPnEiivUVCoVx12wd4F9bQGn6wBot%2Bjxr8qnnrofWroUVJ9ex1DVLS85HGXSC2eWPuiiPB1sacbkxgNSFQ4QfMqdvsR%2Ba8pwDcUmxvhKeiT40Kh6cja1P4RAAgq%2But0sCudb1txYs%2B4oMu4Y5ygCY7n9zCnFY0OfAXd8B7Xlqmq%2BhpkboZCSQfYVrqx6Vue%2FFjcthCAx6ZChe4idCeQFrwP7VOxyaeSJRiZ7eenHp6KWNB5h7AeN8JOZj4O7lhUvcK30dGvWagxZtiLNngZuAnvsdOWZJGUhZ2nCHnCxmIVJ4pK2RKn6CFgmN33fewQ2nYmBXUa%2BKu44IkBBI34telFUgAwF3ct%2Fg5i7sMwBsqVBLy%2FLIPlXStvieHdjoZxgW6G8ZpEM%2FmxBvQBCllEthRLUAl7Z9TSMNRHjx4uStTkorPf2Z4H%2FjVTA%3D,Chegará grátis amanhã,2025-05-18 18:19:26.560381,Samsung Galaxy A25 5G Dual SIM 128Gb Azul Escuro 6Gb Ram,1570,Novo  |  +10mil vendidos,"em 12x R$ 91 , 58 sem juros",Samsung,Galaxy A,A25 5G,,128 GB,6 GB,,5G,,,,,,,,,50 Mpx,,13 Mpx,,,,,,,,,,,,,,,Sim,2,,,,Android,,14,Exynos 1280,,,198292300953,,,"6,5 """,2340 px x 1280 px,Super AMOLED,Infinity,,,,Sim,,,,,Sim,,,,,,,
iphone-13,"Smartphone Samsung Galaxy A05s 4G 128GB 6GB RAM Câmera Traseira Tripla 50MP + 2MP + 2MP + Selfie 13MP Tela 6.7"" Preto",1198,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=rkT8xWY%2BkOcoeuCFwulL3smhCrj9TgXZ5wNPT4TTajqURFwgdLH2hcgNADgj%2BrIW5QYBcThQj4RQrViycXdlH%2BQMfhTOkXAj4oSM6cZt6I0YiIG9noOBUHD6r2orB2rWld6bO4VV5e5%2BV4Qn1tbM71bkEwqiZOPVl97oadM6i7Ff79k0CfBK63T4XJI%2B3jLKLlgivZfU6bK%2FGRFljmm%2Fmq3Qq8wUaBV0c7q2Cd6m1ayQqUjhvtVW7%2B6lKzKu4rarCpZxeyeV%2BzsuyV%2FK4hW%2Bjp931fJbtnJGsEfhJ6jOphXCKyeyqUf5IjqA38%2FcFnvpoRJdNRkX9vvkz10pBtDghBtKinntrMaLSxVP4eSRgjZXdUiUc1sL06DLO4YCnOtp%2FSE%2F2GyvJoxAtHWIDhTZxROHGxzz8a%2FEg4XbFvwlui0Jm%2FVi0pp8%2BRgNXiFvweXoR4vrloaiM89ABAyaZanvJoSviurJFzirtXmouK0KuA8sbRW%2BI7SkO7ta%2FVhOLKDWDnOzZj5ITFPDKwMcpbTCvZuKhTCpZZ88sDlnK35ecM7xHhk9IBHpFHs1XVaiinAsKSFULgIUaR61kDwziggZw4v9gtLIBkZ8Z2JxreFYIMXBkoyRr8ZFrBUridNt30fnuRY4Fc0z8nmfydxG10vJ%2FKtj5RMFVE7N1MN9%2FwBduUFqRrSqxp61K2KZXM6%2BxX4%2BY9%2B%2FPIdwRms53hzTtANCPSrqxCLJjGfySufi%2B0qgH2u9mrTyW3iMA2MUSyIkwZ%2F034PBoeNvnNPVQfHTvnS7ndSXOnA%2BVZLMuLiDGRcColub3efh%2BbXAP9LM6l7xQPdyxmhdBM4XFI8diGK6wfmChyLdQLhIV918YfwDdd9Rx1JWtjS%2BuiW7%2BxdEAhhv568Hizpf31igfGM3qxhxNRs41Fc3Cd%2FI8FeIEKEwW4XSV%2FtxaW3LjZhtrL91IpkaAqaDQu3kPxgRpJfAxApM%2FJrXuJGxz6vu7YBNtgdUy6a1OfBFTiEgWxFMtwcXlfqaBLdn7b0MHsgfzz5gNZicXPVs%2B%2FZwHQ%2B%2FNNybGt%2FRyLPkrAN1wOoIKUnleJFlWzGjPk%2BKCgzcLG23T%2BwOkZ4TLlFTOdDxqQ%3D%3D,Frete grátis,2025-05-18 18:19:26.560381,"Smartphone Samsung Galaxy A05s 4G 128GB 6GB RAM Câmera Traseira Tripla 50MP + 2MP + 2MP + Selfie 13MP Tela 6.7"" Preto",1198,Novo  |  +50mil vendidos,"ou R$ 838 em 12x R$ 69 , 83 sem juros",Samsung,Galaxy A,A05s,,128 GB,6 GB,,4G/LTE,,Sim,,,,,Não,,50 Mpx,,,,,,,3,1,,,,,,,,,Sim,2,,,,Android,14,,Snapdragon 680,,,184262300953,,2023,"6,7 """,1080 px x 2400 px,,,393 dpi,,,Sim,,,,,,,,,,,,
iphone-13,iPhone 13 Pro 128 GB grafite - Excelente (Recondicionado),3399,https://www.mercadolivre.com.br/iphone-13-pro-128-gb-grafite-excelente-recondicionado/p/MLB2000099658,Frete grátis,2025-05-18 18:19:26.561366,iPhone 13 Pro 128 GB grafite - Excelente (Recondicionado),3399,Recondicionado  |  +100 vendidos,"em 12x R$ 283 , 25 sem juros",Apple,iPhone 13,iPhone 13 Pro,"A2640, A2636, A2638, A2483, A2643",128 GB,6 GB,Não,5G,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,12 Mpx,3840 px x 2160 px,12 Mpx,"Modo retrato, Modo noite, Panorâmica, Modo rajada, Geoetiquetado",12 Mpx/12 Mpx/12 Mpx,f 2.8/f 1.8/f 1.5,f 2.2,3,1,6x,15x,3840 px x 2160 px,Sim,IP68,Não,Sim,Sim,Não,1,2,Nano-SIM,Sim,iOS,15,16,Apple A15 Bionic,Apple GPU,6,112732101993,Setembro,2021,"6,1 """,1170 px x 2532 px,OLED,Super Retina XDR,460 dpi,1.200 cd/m²,19.5:9,Sim,Íon de lítio,Sim,Sim,Não,Sim,203 g,14.67 cm x 7.15 cm x 7.65 mm,Sim,Sim,Sim,Sim,Sim
iphone-13,Apple iPhone 13 Pro Max (128 GB) - Dourado,6299,https://www.mercadolivre.com.br/apple-iphone-13-pro-max-128-gb-dourado/p/MLB18494230,Frete grátis,2025-05-18 18:19:26.561669,Apple iPhone 13 Pro Max (128 GB) - Dourado,6299,Novo  |  +500 vendidos,"em 12x R$ 524 , 92 sem juros",Apple,iPhone 13,iPhone 13 Pro Max,"A2645, A2643, A2484, A2641",128 GB,6 GB,Não,5G,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,12 Mpx,3840 px x 2160 px,12 Mpx,"Modo retrato, Modo noite, Panorama, Modo rajada, Geoetiquetado",12 Mpx/12 Mpx/12 Mpx,f 2.8/f 1.8/f 1.5,f 2.2,3,1,6x,15x,3840 px x 2160 px,Sim,IP68,Não,Sim,Sim,Não,1,2,Nano-SIM,Sim,iOS,15,16,Apple A15 Bionic,Apple GPU,6,112432101993,Setembro,2021,"6,7 """,1284 px x 2778 px,OLED,Super Retina XDR,458 dpi,1.200 cd/m²,19.5:9,Sim,Íon de lítio,Sim,Sim,Não,Sim,238 g,16.08 cm x 7.81 cm x 7.65 mm,Sim,Sim,Sim,Sim,Sim
iphone-13,iPhone 13 Dual SIM 256 GB estelar - Bom (Recondicionado),3329,https://www.mercadolivre.com.br/iphone-13-dual-sim-256-gb-estelar-bom-recondicionado/p/MLB2000028039,Frete grátis,2025-05-18 18:19:26.561669,iPhone 13 Dual SIM 256 GB estelar - Bom (Recondicionado),3329,Recondicionado  |  +5 vendidos,"em 12x R$ 294 , 37",Apple,iPhone 13,iPhone 13,"A2634, A2635, A2628, A2633, A2631, A2626",256 GB,4 GB,Não,5G,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,12 Mpx,3840 px x 2160 px,12 Mpx,"Bokeh, Modo noite, Deep fusion, HDR, Modo rajada",12 Mpx/12 Mpx,f 1.6/f 2.4,f 2.2,2,1,2x,5x,3840 px x 2160 px,Sim,IP68,Não,Sim,Sim,Sim,1,2,Nano-SIM,Sim,iOS,15,16,Apple A15 Bionic,Apple GPU,6,112722101993,Setembro,2021,"6,1 """,1170 px x 2532 px,OLED,Super Retina XDR,460 dpi,1.200 cd/m²,19.5:9,Sim,Íon de lítio,Sim,Sim,Não,Sim,173 g,14.67 cm x 7.15 cm x 7.65 mm,Sim,Sim,Sim,Sim,Sim
iphone-13,Smartphone Motorola Moto G24 256gb 4gb Grafite + Ubook,1425,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=gZFaCNs4hO5tGZ%2FgcB2rueg6IvZBo0mr%2BfZ6bVFml2WcvhCp4QhmCT3wby2nCQsxFPzb6g%2BO1QU3kf%2BcZsENpcSEMlyxmopnGf56Cgx84awmiyZzmw26HsqKmwAnDmAAQBeiTViV6RDKp7UMAOX4xA2WEXla3zFmWxmHSxI7vcOGmLY8J0JPD4lpJrIRQyB4Zs%2FqQJ2tQ4dVtPm7zmKHsgyigX3xo%2FZXCkllPuvS48mXSubWsB7EtD0msRTdsWPHNiepR6IEv1vEn8XRFUcwO78D0ujec0CbDAr%2B96Us%2FW3b3nJ%2F90W7oJePfXqV1EyaRoI5NxbWcCX1yvOguSCItZkijZCtcZMHnTzA5Solp8zbqSqaEIvMGE5F9E0sfylbD5fjr87m%2FaW2I5zspokfLR8Lp1ZN4jeX03gF0OiG1U%2FYZVxutrBgK4bMuWCx7wVUwYOxNKo4ia%2F9jJRGCzOFJeq8Ri1SryDsqM7WUxaf3pe1Jj%2BPndNUk7A3YkjLnZqU1JUzOqosWq3KNHOteNy%2BsRfaME3cEh82dTvQre6w0chQgaigZfffOdpchskPWhNbBqA3H4hDYcc9%2FyxF4LRn9YufWzMShIkllMO9QJDQTCzUlAwzTJA78XjxzEynxgjhl0KpNgoMHak4nohPTvT86pqHXe37IPeldhFOk4AgtkUKpq%2FqMYC49cJHT7XdyTTaGxj8pODLkGrNFjtHFUsjadAQGrNkHfSkvtJzGdkkOK%2B9NbvnnP7ckVTYZRiT7h2KyynV%2BxBv8wtkNy%2FzWBD67olqYyegrQvtOmI62fUv6RuPT9PUX3vRwu3z%2F6Rke3aEbBrwrThLrnpayeeSV08CyVCVxqilTUV0jxOoS9ELvnSnYoysXVk%2BadoRICp5ZzfnDFfSIMYk,Frete grátis,2025-05-18 18:19:26.561669,Smartphone Motorola Moto G24 256gb 4gb Grafite + Ubook,1425,Novo  |  +1000 vendidos,ou R$ 848 em outros meios,Motorola,Moto G,Moto G24 + Ubook,,256 GB,,,4G/LTE,,,,,,,Não,,50 Mpx,,8 Mpx,,,,,,,,,,,,,,,Não,2,0,,,Android 14,,,OCTA-CORE,,,206672300330,,,"6,6 """,720 x 1600,,,,,,,,,,,Sim,,,,,,,
iphone-13,"Celular Samsung Galaxy S24+, 512gb, 12gb De Ram, Esim Preto",6499,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=JN1zpHwcFA7reqHScivuQW1KeXwF4yAzTbjQEWEf7aFNKFkba1xs%2BjMp8QnR5IeeWAjMw5iJjjB0212OohdPJdJ3BA1qTbJRt8UdiHlJZBd2jPYirpZcNImYgy9JX7hkVAwa6bqrJ94syE0rjWcEeyScEJp6pcn6GLWswOa3uCjAl%2BpkecMaHypF8Hz0u65onpV6Hkx%2Fl4%2Bu51DWyuW5EM5h4DX818NaCosvZOmuafIsZ2rZW7sk46e4SbbQDWSeavtpEzj8aGBz%2BpkZn0lxggZAivr5%2B1U64HSfH1sJMPdFhJrTZ4Qwv%2FWWm2tR5%2FiwtPuUVKIQzQ4soXJHZVtj9ZZdNO2vYBRUbSQoj76AfQ5cTnfATLC1YMdk8gwKRqKdj820GyEOoOOi7mJKBxwBdDF%2Fjdn2FqdDH%2FE2J25qIwmia1WuDQgoAX1%2B7rGq01hxNuycayJ3231g5eF5jOCHpvHF94egxYA7ek6YhEEQOVZGcIe3tKAiUcO8O%2FhaEyn7MpBW00YwexhH9FIX4W9BP53YxfHv%2B0mxNOup4%2FD%2BDxblBIR0TEQL7QPd1NBooo0oodpMB9qM%2FsI8Zk4FwrbkFLoarS9cMAk%2FM%2BlCTa1LdxbUdZuYrCtdc2PTz%2BUAKbhs%2BL4ypnII98%2F7%2ByvAvNCJwVkw0FehXGeykMuYcf2WzCRFxaehuwrymldNSI%2FdbyNxLUWih4MhJqYnJjuC2Ah8SbbPMJmwq8uHRYnu97rMbnxsud6g8k77dQfT4gG6LmMoBNgVMw6WXV0x1rX1Yay62WCHhjzVDhymP4rlsOkKr9ugBmJOOp5NrAMATYtTVtk%2BRXSqNBP8X4xBw%2Fk9sTIyG8iIEY08kFUqknTwhvvt8L3tZtFCVgtxFJR98Np6GCZdKpN%2BhrGehIMrN3ViqHtkOwcCjFhG39BjlzKg15EKOKhOP36n9UAoELVu8dF3eCu3BX%2BfMPLKIT9ei%2F3ymhdNeMmrRWR2y5DN8PPptaa5L0PH3m0tP5Nh8X6tjWhuWSnIqAoGTKA2SG3NN%2F8pbpLn1PU%3D,Chegará grátis amanhã,2025-05-18 18:19:26.561669,"Celular Samsung Galaxy S24+, 512gb, 12gb De Ram, Esim Preto",6499,Novo  |  +100 vendidos,"ou R$ 6.499 em 12x R$ 541 , 58 sem juros",Samsung,Galaxy S,S24 Plus,,512 GB,12 GB,Não,5G,USB-C,Sim,,Sim,Sim,Sim,Sim,Não,50 Mpx,,12 Mpx,,50 Mpx/12 Mpx/10 Mpx,f 1.8/f 2.2/f 2.4,f 2.2,3,1,3x,30x,,Sim,IP68,,,,Sim,2,,Nano-SIM,,Android,14,14,Exynos 2400,,,203882300953,Janeiro,2024,"6,7 """,1080 px x 2340 px,Dynamic AMOLED 2X,,,,,,Íon de lítio,Sim,Sim,,Sim,196 g,15.85 cm x 7.59 cm x 7.7 mm,Sim,Sim,Sim,,Sim
iphone-13,iPhone 13 mini 512 GB azul - Excelente (Recondicionado),3579,https://www.mercadolivre.com.br/iphone-13-mini-512-gb-azul-excelente-recondicionado/p/MLB2000020023,Frete grátis,2025-05-18 18:19:26.561669,iPhone 13 mini 512 GB azul - Excelente (Recondicionado),3579,Recondicionado  |  3 vendidos,"em 12x R$ 316 , 48",Apple,iPhone 13,iPhone 13 mini,"A2626, A2630, A2176, A2631, A2398, A2399, A2628",512 GB,4 GB,Não,5G,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,12 Mpx,3840 px x 2160 px,12 Mpx,"Modo retrato, Bokeh, Modo noite, Modo rajada, Panorama",12 Mpx/12 Mpx,f 1.6/f 2.4,f 2.2,2,1,2x,5x,3840 px x 2160 px,Sim,IP68,Não,Sim,Sim,Não,1,2,Nano-SIM,Sim,iOS,15,16,Apple A15 Bionic,Apple GPU,6,112752101993,Setembro,2021,"5,4 """,1080 px x 2340 px,OLED,Super Retina XDR,476 dpi,1.200 cd/m²,19.5:5,Sim,Íon de lítio,Sim,Sim,Não,Sim,140 g,13.15 cm x 6.42 cm x 7.65 mm,Sim,Sim,Sim,Sim,Sim
iphone-13,iPhone 13 mini 128 GB meia-noite - Bom (Recondicionado),2749,https://www.mercadolivre.com.br/iphone-13-mini-128-gb-meia-noite-bom-recondicionado/p/MLB2000022523,Frete grátis,2025-05-18 18:19:26.562715,iPhone 13 mini 128 GB meia-noite - Bom (Recondicionado),2749,Recondicionado  |  +5 vendidos,"em 12x R$ 264 , 22",Apple,iPhone 13,iPhone 13 mini,"A2626, A2630, A2176, A2631, A2398, A2399, A2628",128 GB,4 GB,Não,5G,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,12 Mpx,3840 px x 2160 px,12 Mpx,"Modo retrato, Bokeh, Modo noite, Modo rajada, Panorama",12 Mpx/12 Mpx,f 1.6/f 2.4,f 2.2,2,1,2x,5x,3840 px x 2160 px,Sim,IP68,Não,Sim,Sim,Não,1,2,Nano-SIM,Sim,iOS,15,16,Apple A15 Bionic,Apple GPU,6,112752101993,Setembro,2021,"5,4 """,1080 px x 2340 px,OLED,Super Retina XDR,476 dpi,1.200 cd/m²,19.5:5,Sim,Íon de lítio,Sim,Sim,Não,Sim,140 g,13.15 cm x 6.42 cm x 7.65 mm,Sim,Sim,Sim,Sim,Sim
iphone-13,iPhone 13 Pro Max 128 GB azul-sierra - Excelente (Recondicionado),3988,https://www.mercadolivre.com.br/iphone-13-pro-max-128-gb-azul-sierra-excelente-recondicionado/p/MLB2000085172,Frete grátis,2025-05-18 18:19:26.562715,iPhone 13 Pro Max 128 GB azul-sierra - Excelente (Recondicionado),3988,Recondicionado  |  +100 vendidos,"em 12x R$ 332 , 33 sem juros",Apple,iPhone 13,iPhone 13 Pro Max,"A2645, A2643, A2484, A2641",128 GB,6 GB,Não,5G,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,12 Mpx,3840 px x 2160 px,12 Mpx,"Modo retrato, Modo noite, Panorama, Modo rajada, Geoetiquetado",12 Mpx/12 Mpx/12 Mpx,f 2.8/f 1.8/f 1.5,f 2.2,3,1,6x,15x,3840 px x 2160 px,Sim,IP68,Não,Sim,Sim,Não,1,2,Nano-SIM,Sim,iOS,15,16,Apple A15 Bionic,Apple GPU,6,112432101993,Setembro,2021,"6,7 """,1284 px x 2778 px,OLED,Super Retina XDR,458 dpi,1.200 cd/m²,19.5:9,Sim,Íon de lítio,Sim,Sim,Não,Sim,238 g,16.08 cm x 7.81 cm x 7.65 mm,Sim,Sim,Sim,Sim,Sim
iphone-13,iPhone 13 Pro 1 TB verde-alpino - Excelente (Recondicionado),4850,https://www.mercadolivre.com.br/iphone-13-pro-1-tb-verde-alpino-excelente-recondicionado/p/MLB2000044625,Frete grátis,2025-05-18 18:19:26.562715,iPhone 13 Pro 1 TB verde-alpino - Excelente (Recondicionado),4850,Recondicionado  |  2 vendidos,"em 12x R$ 404 , 17 sem juros",Apple,iPhone 13,iPhone 13 Pro,"A2640, A2636, A2638, A2483, A2643",1 TB,6 GB,Não,5G,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,12 Mpx,3840 px x 2160 px,12 Mpx,"Modo retrato, Modo noite, Panorâmica, Modo rajada, Geoetiquetado",12 Mpx/12 Mpx/12 Mpx,f 2.8/f 1.8/f 1.5,f 2.2,3,1,6x,15x,3840 px x 2160 px,Sim,IP68,Não,Sim,Sim,Não,1,2,Nano-SIM,Sim,iOS,15,16,Apple A15 Bionic,Apple GPU,6,112732101993,Setembro,2021,"6,1 """,1170 px x 2532 px,OLED,Super Retina XDR,460 dpi,1.200 cd/m²,19.5:9,Sim,Íon de lítio,Sim,Sim,Não,Sim,203 g,14.67 cm x 7.15 cm x 7.65 mm,Sim,Sim,Sim,Sim,Sim
iphone-13,iPhone 13 Pro Max 256 GB grafite - Excelente (Recondicionado),4574,https://www.mercadolivre.com.br/iphone-13-pro-max-256-gb-grafite-excelente-recondicionado/p/MLB2000153400,Frete grátis,2025-05-18 18:19:26.562715,iPhone 13 Pro Max 256 GB grafite - Excelente (Recondicionado),4574,Recondicionado  |  +50 vendidos,"em 12x R$ 381 , 23 sem juros",Apple,iPhone 13,iPhone 13 Pro Max,"A2645, A2643, A2484, A2641",256 GB,6 GB,Não,5G,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,12 Mpx,3840 px x 2160 px,12 Mpx,"Modo retrato, Modo noite, Panorama, Modo rajada, Geoetiquetado",12 Mpx/12 Mpx/12 Mpx,f 2.8/f 1.8/f 1.5,f 2.2,3,1,6x,15x,3840 px x 2160 px,Sim,IP68,Não,Sim,Sim,Não,1,2,Nano-SIM,Sim,iOS,15,16,Apple A15 Bionic,Apple GPU,6,112432101993,Setembro,2021,"6,7 """,1284 px x 2778 px,OLED,Super Retina XDR,458 dpi,1.200 cd/m²,19.5:9,Sim,Íon de lítio,Sim,Sim,Não,Sim,238 g,16.08 cm x 7.81 cm x 7.65 mm,Sim,Sim,Sim,Sim,Sim
iphone-13,Apple iPhone 13 (512 GB) - Azul,4999,https://www.mercadolivre.com.br/apple-iphone-13-512-gb-azul/p/MLB18500848,Frete grátis,2025-05-18 18:19:26.562715,Apple iPhone 13 (512 GB) - Azul,4999,Novo  |  +50 vendidos,"em 12x R$ 416 , 58 sem juros",Apple,iPhone 13,iPhone 13,"A2634, A2635, A2628, A2633, A2631, A2626",512 GB,4 GB,Não,5G,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,12 Mpx,3840 px x 2160 px,12 Mpx,"Bokeh, Modo noite, Deep fusion, HDR, Modo rajada",12 Mpx/12 Mpx,f 1.6/f 2.4,f 2.2,2,1,2x,5x,3840 px x 2160 px,Sim,IP68,Não,Sim,Sim,Sim,1,2,Nano-SIM,Sim,iOS,15,16,Apple A15 Bionic,Apple GPU,6,112722101993,Setembro,2021,"6,1 """,1170 px x 2532 px,OLED,Super Retina XDR,460 dpi,1.200 cd/m²,19.5:9,Sim,Íon de lítio,Sim,Sim,Não,Sim,173 g,14.67 cm x 7.15 cm x 7.65 mm,Sim,Sim,Sim,Sim,Sim
iphone-13,iPhone 13 Dual SIM 512 GB estelar - Excelente (Recondicionado),3709,https://www.mercadolivre.com.br/iphone-13-dual-sim-512-gb-estelar-excelente-recondicionado/p/MLB2000048825,Frete grátis,2025-05-18 18:19:26.562715,iPhone 13 Dual SIM 512 GB estelar - Excelente (Recondicionado),3709,Recondicionado  |  +5 vendidos,"em 12x R$ 327 , 98",Apple,iPhone 13,iPhone 13,"A2634, A2635, A2628, A2633, A2631, A2626",512 GB,4 GB,Não,5G,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,12 Mpx,3840 px x 2160 px,12 Mpx,"Bokeh, Modo noite, Deep fusion, HDR, Modo rajada",12 Mpx/12 Mpx,f 1.6/f 2.4,f 2.2,2,1,2x,5x,3840 px x 2160 px,Sim,IP68,Não,Sim,Sim,Sim,1,2,Nano-SIM,Sim,iOS,15,16,Apple A15 Bionic,Apple GPU,6,112722101993,Setembro,2021,"6,1 """,1170 px x 2532 px,OLED,Super Retina XDR,460 dpi,1.200 cd/m²,19.5:9,Sim,Íon de lítio,Sim,Sim,Não,Sim,173 g,14.67 cm x 7.15 cm x 7.65 mm,Sim,Sim,Sim,Sim,Sim
